nitrogen,phosphorus,potassium,ph,moisture,temperature,crop_type,fertilizer_type,quantity_kg_per_acre,soil_health_score
37.454011884736246,26.170568373590598,57.19958782835928,6.9171562933501995,63.21607543684374,22.47281636933397,Tomato,Organic,94.56312961250973,94.57
95.07143064099162,24.697879907199983,80.54323292999864,4.775738629473248,61.23698026478766,21.658241924628065,Soybean,P,50.36254411136002,82.36
73.1993941811405,90.62545805210367,76.01609297901591,7.925775535096667,25.74525191980146,18.5230782500572,Potato,Mixed,75.0,82.16
59.86584841970366,24.95461998495061,15.389990469377368,6.759023075811587,75.35434429434801,27.14533340202976,Corn,Mixed,144.48308431850802,82.55
15.601864044243651,27.1949726128631,14.92494697414739,4.707417476006294,54.10833212940918,24.53248321017258,Cotton,N,188.4173245531188,69.98
15.599452033620265,75.93982624179637,26.817436774491334,8.330521258665431,41.82353126814105,32.31401984648007,Wheat,N,146.3746667878326,77.58
5.8083612168199465,44.973984245054,36.10747263410372,6.332644585008943,65.3923150097184,15.642191609641165,Potato,N,162.12624922361448,80.21
86.61761457749351,77.67105569551812,40.84555814084826,4.328043033422447,35.44192750409805,27.877358551102525,Rice,Mixed,103.10482906760038,84.36
60.11150117432088,6.536615756438524,67.96972168333453,6.820748069867802,61.61059022277922,30.258977570231224,Corn,P,120.19507636534222,84.42
70.80725777960456,48.75711936733843,5.66804321658354,5.139395081557646,22.382672454334834,30.18973138376614,Sugarcane,K,172.14772869263717,69.72
2.0584494295802447,3.3613600183282633,3.4672704226066386,7.616620533447861,70.36448225655631,32.7214793419105,Wheat,Mixed,200.0,40.15
96.99098521619943,6.265320345535452,39.191056294390904,7.680199331047858,46.89025082127911,29.58067485658988,Wheat,P,126.81543504011047,78.53
83.24426408004217,90.64374533444109,69.71636921379805,8.405263101345978,58.2015748614765,33.556201232953924,Potato,Mixed,75.0,87.04
21.233911067827616,13.924537111759516,19.343534295648258,6.258412889610266,33.27426918840102,21.65313199641783,Rice,Mixed,200.0,71.95
18.182496720710063,53.24206822752171,64.15044812562518,6.0473059587748175,60.62442275950688,25.064188335030863,Rice,N,140.4988804108284,86.06
18.34045098534338,41.10956026007065,25.982813794029948,7.390640224509163,66.3344165535966,15.281593265657813,Soybean,N,98.81208226475201,84.82
30.42422429595377,34.73433262588427,88.60861088135164,4.59611795353867,48.39279121306392,15.139151746065824,Cotton,Mixed,102.26216461724295,86.6
52.475643163223786,89.98333456872724,89.56899442666165,6.461119812069059,57.06361544370766,19.8025324090304,Potato,Mixed,75.0,91.59
43.194501864211574,2.18233967754895,29.72872042813265,6.458114200588829,47.37955542934391,17.016143942781706,Corn,Mixed,167.34165704516025,78.84
29.122914019804192,66.37896861755891,22.99937539632405,4.402629052646742,73.64548215547073,20.204227358715073,Cotton,N,136.81656587580764,69.96
61.18528947223795,96.33944342135504,41.13039720662313,5.880928384781111,49.87215083085915,18.540865890567947,Corn,Mixed,83.3044041900653,93.84
13.949386065204184,56.016818346184195,24.05315851801487,7.839781593552409,70.50852254172914,15.570400496772965,Wheat,N,152.99618312517143,75.0
29.214464853521815,93.68224620330918,67.23838432917036,7.852691298975971,68.08112349621491,33.18608292812099,Tomato,N,86.17830271971728,82.1
36.63618432936917,5.225787928602377,82.60646845482856,4.446569492138565,44.630289280901394,15.16446262777783,Tomato,P,127.20704161304268,73.25
45.606998421703594,41.87933190741614,67.3092130911217,4.408243972365239,33.8050695114485,29.72164288674171,Potato,Organic,81.58950236744461,90.98
78.51759613930136,26.015779096205115,82.43504472493495,5.1821296465087086,44.36492795358626,18.04295773839033,Rice,Mixed,111.07396449126156,95.39
19.967378215835975,73.08209649807299,39.69921622074742,7.9364472814929705,69.57304254651321,33.244592439992005,Rice,N,154.55011917963742,76.39
51.42344384136116,98.12970904972467,15.631697070886085,4.580061632830745,33.65795214916354,32.85591879179772,Sugarcane,K,155.70769983303796,71.77
59.24145688620425,25.65300624442478,73.79509473975922,7.239985611823508,51.46618075146496,28.07802292738515,Wheat,Mixed,81.52049063336283,99.24
4.645041271999773,65.41746014740745,36.047450514155386,4.455245288258965,68.36580487764485,28.444682996012105,Wheat,N,148.96126232076728,68.57
60.75448519014384,19.809763275974014,67.12708252291326,6.8041203418652145,41.208648507702726,15.106782839393771,Corn,P,100.28535508603898,95.85
17.052412368729154,56.53302545716099,27.064394198176565,5.602302846036151,58.532578220161845,34.69743132227204,Wheat,N,143.82479014964144,83.8
6.505159298527952,46.39324866883362,8.122963480667266,7.550112833346402,34.73789444292887,32.55665207151629,Sugarcane,N,200.0,63.73
94.88855372533332,97.2005329631537,99.25817954877634,5.051607019714137,26.556766722089595,32.90212451460184,Potato,Mixed,75.0,76.87
96.56320330745594,60.85272726964666,15.620150793059928,6.8764082322548195,67.66305350557138,28.18489074101744,Corn,K,121.56977381041011,80.31
80.83973481164611,34.950637208681876,98.8420993963481,5.0605714055914826,25.93811740452241,21.895738573090732,Cotton,Mixed,72.57404418697719,82.22
30.46137691733707,11.409578488793336,97.72799325664472,7.211471274004692,36.282883704775074,32.87297298180962,Rice,P,167.41292357988485,75.34
9.767211400638388,15.124682873493455,79.38181039080396,7.931551155523369,71.30656531984641,20.830338563023847,Rice,N,195.42837444768247,67.78
68.42330265121569,22.53169299512351,65.94229620819976,4.57060809607042,40.78815722472003,26.254230866844058,Tomato,P,81.20246050731473,87.87
44.01524937396013,25.0966661340298,57.78070502510847,7.899680598679765,78.38272097084968,16.99461944687765,Tomato,Organic,86.3321267380151,83.94
12.203823484477883,85.06160578411378,86.61015453778347,6.671088644864341,78.7840600864316,33.439112602655,Sugarcane,N,161.3636912506115,69.3
49.51769101112702,56.12227882825249,28.943952161948793,4.571997208901608,36.0965612272134,17.815409155424266,Potato,K,107.30753524038627,93.06
3.4388521115218396,52.33909113743665,46.7681212484877,5.923938349118704,22.458693334993427,19.497936114608144,Rice,N,170.15849395598428,71.8
90.9320402078782,11.476887186921747,61.93899693665019,4.723871320682941,62.30379705232275,26.1626831625643,Sugarcane,P,146.06313614157912,78.37
25.87799816000169,86.0139693349435,41.11904758694911,7.151565499899563,47.05919015890062,30.28186000425963,Potato,N,124.50443137957379,87.08
66.2522284353982,72.28143032084837,42.7486454090268,7.414906604880773,26.04517063757458,27.387026118725977,Cotton,Mixed,75.8770318864598,90.35
31.171107608941096,6.766836190000158,33.02846675020844,4.476084341227596,62.451369138682566,19.642678256003123,Cotton,P,168.5503841762755,69.46
52.00680211778108,70.78350972297687,56.4231816684536,6.2776293371259,21.870494546715275,15.018860850549807,Soybean,Mixed,32.0,89.32
54.67102793432797,54.353821734264606,85.0574528015116,7.6658127521166275,72.21180142953452,30.143011606148782,Corn,Mixed,70.0,89.37
18.485445552552704,8.172534574677826,20.152837800631286,8.212733686979483,28.319151746798223,34.704146518221876,Tomato,Mixed,194.78377310820727,54.08
96.95846277645586,45.830064152865646,93.44330387534414,6.310830400337965,27.6387127248035,31.19826240612181,Corn,Mixed,70.0,84.04
77.51328233611146,48.469628713004695,68.90876537482296,8.276256506251332,30.54033787811507,24.204132363132306,Tomato,Mixed,55.0,88.66
93.9498941564189,16.577454016327575,82.32732126800302,6.410600367052134,77.61598150952399,33.07534522798213,Soybean,P,60.10705518040691,74.69
89.48273504276489,94.56981470002823,55.619069263001165,5.773857225699586,61.59016161523076,23.196953462367,Rice,Mixed,88.0,90.95
59.78999788110851,84.99753714806619,77.95167014240634,7.816914078488029,68.08229212781819,25.49868168486935,Sugarcane,Mixed,99.00000000000001,89.86
92.18742350231169,66.90223373291083,1.620039733946721,6.2184221970614,43.85809914396518,24.542595347913664,Potato,K,147.56994039907994,75.61
8.84925020519195,46.22955610006072,81.83804247795352,6.123561297540354,40.178763650297334,23.9524774533105,Corn,N,131.72612469221207,81.17
19.59828624191452,41.17655415845085,4.013885908536652,6.206406202344228,34.0690404069902,30.503815385878113,Tomato,N,169.58174177432323,68.84
